	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
314	0.00000	0.00000	-0.31543	0.00000	0.00000	-1.08045
315	0.00000	0.00000	-0.31312	0.00000	0.00000	-1.06871
316	0.00000	0.00000	-0.31073	0.00000	0.00000	-1.05703
317	0.00000	0.00000	-0.30826	0.00000	0.00000	-1.04541
318	0.00000	0.00000	-0.30571	0.00000	0.00000	-1.03386
319	0.00000	0.00000	-0.30309	0.00000	0.00000	-1.02238
320	0.00000	0.00000	-0.30039	0.00000	0.00000	-1.01096
321	0.00000	0.00000	-0.29762	0.00000	0.00000	-0.99961
322	0.00000	0.00000	-0.29478	0.00000	0.00000	-0.98832
323	0.00000	0.00000	-0.29187	0.00000	0.00000	-0.97710
324	0.00000	0.00000	-0.28890	0.00000	0.00000	-0.96595
325	0.00000	0.00000	-0.28586	0.00000	0.00000	-0.95487
326	0.00000	0.00000	-0.28276	0.00000	0.00000	-0.94385
327	0.00000	0.00000	-0.27960	0.00000	0.00000	-0.93290
328	0.00000	0.00000	-0.27638	0.00000	0.00000	-0.92202
329	0.00000	0.00000	-0.27311	0.00000	0.00000	-0.91120
330	0.00000	0.00000	-0.26979	0.00000	0.00000	-0.90044
331	0.00000	0.00000	-0.26642	0.00000	0.00000	-0.88974
332	0.00000	0.00000	-0.26301	0.00000	0.00000	-0.87909
333	0.00000	0.00000	-0.25956	0.00000	0.00000	-0.86850
